30
17	4	5	10	2	13	19	17	5	12	7	14	7	9	10	17	20	18	14	8	2	12	8	19	17	8	13	17	6	16
-1	63.43577481	58.12581806	29.00894233	20.25599613	52.54508167	46.97979362	39.5077797	42.34101788	6.182633996	40.83567039	54.85798809	27.56564667	45.63341071	36.35776103	46.86921168	38.05047913	53.25536755	47.11204185	34.8522493	22.30120107	47.19879617	26.77828288	49.48646832	41.08644669	43.74672747	6.981207069	51.50844071	47.59241358	21.68102878	49.90751446
63.43577481	-1	121.080339	34.5498148	64.46966421	115.7702138	95.94756931	73.61838984	48.03851497	57.62355114	50.01632213	84.91573556	90.98593981	70.42550101	31.44170215	110.2592583	55.39313078	10.42494594	43.38605656	35.26024413	47.52606184	26.65897149	63.98097202	70.92227191	86.41833289	94.07709827	69.48169504	84.60738478	110.3884786	82.3880063	87.27366002
58.12581806	121.080339	-1	87.017116	60.20572077	17.39777383	61.17201211	76.82568564	87.60873786	64.24339584	92.66015134	85.78028596	31.0549837	86.12102938	94.21120632	12.87852803	87.60079197	110.7285841	100.9699855	88.81844864	78.69135826	104.7471772	72.25900696	78.33529952	51.82749225	43.57158068	51.68526558	81.5861143	23.18317026	39.1625722	62.15347665
29.00894233	34.5498148	87.017116	-1	34.70210336	81.22051294	65.15787544	46.59953424	34.05088086	23.09487169	30.44625298	60.95784266	56.5691408	47.16604436	11.33181015	75.8773186	32.60137019	24.60498276	30.73154907	17.0898648	15.9312684	21.69567148	34.05347216	53.11929676	59.0173266	65.04431605	35.34171771	59.2616836	75.87117665	49.04232558	63.4701792
20.25599613	64.46966421	60.20572077	34.70210336	-1	60.46124238	66.02851851	59.62999202	28.11949512	22.44541026	57.12736812	75.0630988	35.30369261	65.22673981	45.41018815	51.98299724	55.7145569	54.13275781	61.4543078	29.75978261	36.99602595	56.27853779	46.51563974	29.49051214	24.51644654	30.41292408	18.38607327	71.75567807	57.37415499	21.85404589	30.98091739
52.54508167	115.7702138	17.39777383	81.22051294	60.46124238	-1	44.78053811	62.90075456	88.57839743	58.16957687	81.50504249	70.20343623	25.72052372	72.2391857	86.6852227	10.54589679	75.93572927	105.7105194	90.31973632	86.31629962	70.34832548	96.52853918	60.63708999	83.7127814	59.12992224	52.46497829	47.27986706	66.07830612	6.893964514	38.69171551	70.49570383
46.97979362	95.94756931	61.17201211	65.15787544	66.02851851	44.78053811	-1	24.77995614	88.92199155	48.53841542	49.33419407	26.18897522	42.01696785	32.73318654	64.56204538	49.31382477	43.08718474	87.78464402	58.44314273	78.19333354	49.50379865	70.89371622	31.98759422	95.45025413	79.97477355	77.95100359	47.68820427	22.35795689	38.18783286	52.95178482	91.06113793
39.5077797	73.61838984	76.82568564	46.59953424	59.62999202	62.90075456	24.77995614	-1	76.2448641	37.75214599	24.9361837	15.58940867	49.79823433	9.345187098	43.02525868	63.99217437	18.79673156	66.48857042	33.86251285	62.22981431	30.89281582	47.55636127	13.73557642	88.22463328	79.62470259	80.46935114	43.74360242	12.92883514	56.01516918	54.98376826	89.19331252
42.34101788	48.03851497	87.60873786	34.05088086	28.11949512	88.57839743	88.92199155	76.2448641	-1	40.45139402	64.2843229	91.62740494	63.28786284	79.01298493	44.49274805	80.01787209	65.63841123	39.41128559	64.62406717	17.55190337	46.49711699	52.45754448	62.5533227	22.9024859	42.02519943	50.88088201	44.00558776	89.15866673	85.35710545	49.95513473	40.16049275
6.182633996	57.62355114	64.24339584	23.09487169	22.44541026	58.16957687	48.53841542	37.75214599	40.45139402	-1	35.81159197	53.32584384	33.53565933	42.8396826	30.17517029	52.84970785	33.64443797	47.54251154	41.54928061	30.73426991	16.52915118	41.0281095	24.28998141	50.47378188	45.20604331	48.68342062	13.08486783	50.2924924	52.96797576	27.70900655	53.17878087
40.83567039	50.01632213	92.66015134	30.44625298	57.12736812	81.50504249	49.33419407	24.9361837	64.2843229	35.81159197	-1	34.90006031	62.31930335	20.41898135	22.24022051	79.9550243	6.253317425	44.27127447	9.232058271	47.53277699	20.15937415	23.3964831	20.88677328	81.50993161	80.87750011	84.45265449	47.43947695	34.72235552	74.90161714	61.78137664	88.07819504
54.85798809	84.91573556	85.78028596	60.95784266	75.0630988	70.20343623	26.18897522	15.58940867	91.62740494	53.32584384	34.90006031	-1	61.75488853	14.53016241	55.84629474	73.31243662	29.84628356	78.8651631	42.3262936	77.1335009	45.69504957	58.27893349	29.28366542	103.7904908	94.34958438	94.56973565	58.66903131	4.218250382	63.40839287	68.85979211	104.2413718
27.56564667	90.98593981	31.0549837	56.5691408	35.30369261	25.72052372	42.01696785	49.79823433	63.28786284	33.53565933	62.31930335	61.75488853	-1	58.64428319	63.24637946	19.31453603	57.65689099	80.76467961	70.31596628	60.63274714	47.63705997	73.70960891	42.61796287	61.06370156	39.99940538	36.42256783	21.74308308	57.59954773	22.0762165	14.40748277	51.60889312
45.63341071	70.42550101	86.12102938	47.16604436	65.22673981	72.2391857	32.73318654	9.345187098	79.01298493	42.8396826	20.41898135	14.53016241	58.64428319	-1	41.42764936	73.27394835	15.35336699	64.34671342	28.25859009	63.74487173	32.55116754	43.81530304	18.85699845	92.92027364	86.49521583	87.99168346	50.64972493	14.44738277	65.35170677	62.84871495	95.53377953
36.35776103	31.44170215	94.21120632	11.33181015	45.41018815	86.6852227	64.56204538	43.02525868	44.49274805	30.17517029	22.24022051	55.84629474	63.24637946	41.42764936	-1	82.44815167	26.09803252	23.48827695	20.28656915	27.01039331	16.57472486	11.07405195	32.57548675	64.33181526	69.88306275	75.50540657	43.2024292	54.86301052	80.83847907	57.61336401	74.71110451
46.86921168	110.2592583	12.87852803	75.8773186	51.98299724	10.54589679	49.31382477	63.99217437	80.01787209	52.84970785	79.9550243	73.31243662	19.31453603	73.27394835	82.44815167	-1	74.81630412	100.0076257	88.36817469	79.2273073	66.6040195	92.78574134	59.45527433	73.80496477	48.77025008	41.93975748	40.85026173	69.10322207	12.98040354	30.16155396	60.05473833
38.05047913	55.39313078	87.60079197	32.60137019	55.7145569	75.93572927	43.08718474	18.79673156	65.63841123	33.64443797	6.253317425	29.84628356	57.65689099	15.35336699	26.09803252	74.81630412	-1	49.02432441	15.45086316	49.54441453	19.64138476	28.9782645	15.38179201	81.51303089	78.82565212	81.78723938	44.30608969	29.2306276	69.26380718	58.24751069	86.66720533
53.25536755	10.42494594	110.7285841	24.60498276	54.13275781	105.7105194	87.78464402	66.48857042	39.41128559	47.54251154	44.27127447	78.8651631	80.76467961	64.34671342	23.48827695	100.0076257	49.02432441	-1	39.1091733	25.2513629	38.60536149	22.11473436	55.83949657	62.26089111	76.40789222	83.90549269	59.18704618	78.12928554	100.4480906	71.97967256	77.77588881
47.11204185	43.38605656	100.9699855	30.73154907	61.4543078	90.31973632	58.44314273	33.86251285	64.62406717	41.54928061	9.232058271	42.3262936	70.31596628	28.25859009	20.28656915	88.36817469	15.45086316	39.1091733	-1	47.23396595	25.06091808	17.0756479	29.86554789	83.60388179	85.74220689	90.06125975	53.96887759	42.70429269	83.78290869	68.58324187	92.05404671
34.8522493	35.26024413	88.81844864	17.0898648	29.75978261	86.31629962	78.19333354	62.22981431	17.55190337	30.73426991	47.53277699	77.1335009	60.63274714	63.74487173	27.01039331	79.2273073	49.54441453	25.2513629	47.23396595	-1	31.44054007	35.01246207	48.94072401	38.84696509	51.17965444	58.84264426	39.10401433	75.10364963	81.93292681	49.65909083	52.77245416
22.30120107	47.52606184	78.69135826	15.9312684	36.99602595	70.34832548	49.50379865	30.89281582	46.49711699	16.52915118	20.15937415	45.69504957	47.63705997	32.55116754	16.57472486	66.6040195	19.64138476	38.60536149	25.06091808	31.44054007	-1	26.23021828	18.12243281	61.88884938	60.951054	65.01678504	29.25918219	43.70573469	64.38734435	43.96297902	67.92584875
47.19879617	26.65897149	104.7471772	21.69567148	56.27853779	96.52853918	70.89371622	47.55636127	52.45754448	41.0281095	23.3964831	58.27893349	73.70960891	43.81530304	11.07405195	92.78574134	28.9782645	22.11473436	17.0756479	35.01246207	26.23021828	-1	39.47315944	73.53078672	80.6801018	86.48452652	54.10068256	58.08361575	90.47476666	68.59498563	85.06459592
