25
1000    400    150    50 300    100    200    50 250    75 250    500    150    50 200    300    150    250    300    350    150    180    350    250    275
0	32.98919975	35.89445779	57.38896061	31.69445693	10.29933183	16.9999616	18.39997701	20.99996585	16.1000045	16.60000438	16.77157734	15.39923274	52.69974452	50.89957832	11.49964939	50.19969123	38.67022189	20.99237064	55.29316116	30.49662335	71.19944452	57.62811814	47.09970768	37.69976197	21.89526204
32.98919975	0	10.28040855	28.29	39.59336434	38.38450258	16.84781481	14.61396161	12.31919128	23.22018761	18.23862984	35.19793431	20.73549828	24.50774027	24.75425889	22.49715262	60.81533113	65.34526472	16.13846724	88.25017503	5.615095369	72.71000619	25.82106311	14.92535574	5.126874705	11.39832444
35.89445779	10.28040855	0	21.58282882	33.47146397	38.65735726	22.66381959	19.33838654	18.386375	30.28058505	24.53385688	33.07960655	27.19135835	32.06456819	33.20422463	27.46091834	53.67335372	62.86844981	15.29500981	89.90801435	15.60891848	63.43936475	30.19092745	13.07572422	12.75515787	17.63560603
57.38896061	28.29	21.58282882	0	47.86449415	59.23530339	43.86781908	40.73450667	39.39404972	51.10556398	45.61377846	52.33878186	48.25163095	37.06321455	40.15153637	48.93341778	63.9733085	80.51472599	36.50923205	110.5867835	33.67477685	65.75310259	28.89728015	14.87789447	26.63091144	38.55421248
31.69445693	39.59336434	33.47146397	47.86449415	0	24.53002092	35.52597715	33.00432569	35.37785438	41.34774426	37.07368669	15.24587529	38.36693719	64.07901539	64.25841745	34.67020819	21.61815903	33.55990824	24.9402511	68.93112444	41.84585566	39.63446102	63.61099433	46.0745772	44.26397511	35.60415846
10.29933183	38.38450258	38.65735726	59.23530339	24.53002092	0	24.62474562	24.74028641	27.67730234	25.78951986	24.87718376	9.555543947	24.38550046	60.3514087	58.98981746	20.06577585	40.89015803	28.9869697	23.47476646	51.36687875	37.16689236	63.03147346	64.01403321	51.09614908	43.4313956	28.45646941
16.9999616	16.84781481	22.66381959	43.86781908	35.52597715	24.62474562	0	3.638680884	4.569927843	7.937681698	2.037123741	25.11562944	4.601122857	35.89949215	34.38193705	5.745387297	56.8722795	53.39820283	12.50048964	72.10793731	13.57975403	73.82984928	40.65513705	31.65558772	21.12762869	5.476020046
18.39997701	14.61396161	19.33838654	40.73450667	33.00432569	24.74028641	3.638680884	0	2.970969909	11.57285474	5.674695194	23.83572945	8.20401932	35.67721072	34.55070716	8.225327349	54.52111145	53.01684582	9.101280624	73.69000124	12.44938272	70.79031681	39.50257149	29.07332554	19.30919942	3.716201555
20.99996585	12.31919128	18.386375	39.39404972	35.37785438	27.67730234	4.569927843	2.970969909	0	11.89519511	6.219881939	26.73451634	8.864342926	32.71308413	31.58293643	10.17966509	56.96093822	55.98744611	10.81130724	76.27268366	9.584438017	72.62854255	36.7083242	27.08873709	16.75955242	0.92191144
16.1000045	23.22018761	30.28058505	51.10556398	41.34774426	25.78951986	7.937681698	11.57285474	11.89519511	0	5.912708062	28.98104421	3.43431154	38.01711512	35.74289124	6.725417995	62.13766474	54.65456254	20.1214508	68.80192701	18.72592553	80.41663364	44.47360067	38.1248923	26.70362559	12.65636424
