25
1000    400    150    50 300    100    200    50 250    75 250    500    150    50 200    300    150    250    300    350    150    180    350    250    275
-1 	32.9892	35.8945	57.3890	31.6945	10.2993	17.0000	18.4000	21.0000	16.1000	16.6000	16.7716	15.3992	52.6997	50.8996	11.4996	50.1997	38.6702	20.9924	55.2932	30.4966	71.1994	57.6281	47.0997	37.6998	21.8953
32.9892	-1.0000	10.2804	28.2900	39.5934	38.3845	16.8478	14.6140	12.3192	23.2202	18.2386	35.1979	20.7355	24.5077	24.7543	22.4972	60.8153	65.3453	16.1385	88.2502	5.6151	72.7100	25.8211	14.9254	5.1269	11.3983
35.8945	10.2804	-1.0000	21.5828	33.4715	38.6574	22.6638	19.3384	18.3864	30.2806	24.5339	33.0796	27.1914	32.0646	33.2042	27.4609	53.6734	62.8684	15.2950	89.9080	15.6089	63.4394	30.1909	13.0757	12.7552	17.6356
57.3890	28.2900	21.5828	-1.0000	47.8645	59.2353	43.8678	40.7345	39.3940	51.1056	45.6138	52.3388	48.2516	37.0632	40.1515	48.9334	63.9733	80.5147	36.5092	110.5868	33.6748	65.7531	28.8973	14.8779	26.6309	38.5542
31.6945	39.5934	33.4715	47.8645	-1.0000	24.5300	35.5260	33.0043	35.3779	41.3477	37.0737	15.2459	38.3669	64.0790	64.2584	34.6702	21.6182	33.5599	24.9403	68.9311	41.8459	39.6345	63.6110	46.0746	44.2640	35.6042
10.2993	38.3845	38.6574	59.2353	24.5300	-1.0000	24.6247	24.7403	27.6773	25.7895	24.8772	9.5555	24.3855	60.3514	58.9898	20.0658	40.8902	28.9870	23.4748	51.3669	37.1669	63.0315	64.0140	51.0961	43.4314	28.4565
17.0000	16.8478	22.6638	43.8678	35.5260	24.6247	-1.0000	3.6387	4.5699	7.9377	2.0371	25.1156	4.6011	35.8995	34.3819	5.7454	56.8723	53.3982	12.5005	72.1079	13.5798	73.8298	40.6551	31.6556	21.1276	5.4760
18.4000	14.6140	19.3384	40.7345	33.0043	24.7403	3.6387	-1.0000	2.9710	11.5729	5.6747	23.8357	8.2040	35.6772	34.5507	8.2253	54.5211	53.0168	9.1013	73.6900	12.4494	70.7903	39.5026	29.0733	19.3092	3.7162
21.0000	12.3192	18.3864	39.3940	35.3779	27.6773	4.5699	2.9710	-1.0000	11.8952	6.2199	26.7345	8.8643	32.7131	31.5829	10.1797	56.9609	55.9874	10.8113	76.2727	9.5844	72.6285	36.7083	27.0887	16.7596	0.9219
16.1000	23.2202	30.2806	51.1056	41.3477	25.7895	7.9377	11.5729	11.8952	-1.0000	5.9127	28.9810	3.4343	38.0171	35.7429	6.7254	62.1377	54.6546	20.1215	68.8019	18.7259	80.4166	44.4736	38.1249	26.7036	12.6564
